id,label,text,image_path
Fake_011,phish,"e Eco Savings by Elon Musk 29 September 2023 at 22:51

Exclusive Peek: Tomorrow's Energy Tech Today
To: phishing@pot",/Users/tygovandenherik/Documents/Thesis/Screenshots/Fake_011.png
Fake_012,phish,"Mr.Yuliia

| Await Your Response

To: Recipients,

Reply-To: yuliiakadulina197@gmail.com

2 October 2023 at 22:22

Can we talk? I have a very lucrative deal to discuss with you. Get back so | can proceed with the details.

Regards.
Ms. Yuliia",/Users/tygovandenherik/Documents/Thesis/Screenshots/Fake_012.png
Fake_013,phish,"4 October 2023 at 05:36
URGENT] fy Your t Wallet
To: phishing@pot,
R To: claudia@itpro.net.br

Verify Your Wallet

Verify your wallet",/Users/tygovandenherik/Documents/Thesis/Screenshots/Fake_013.png
Fake_014,phish,"://t.co/2qrztNgund
Ace Hardware,

4 29 October 2023 at 22:21

You have won an Milwaukee Power Drill
To: phishing@pot

Your Name Came Up For a Milwaukee Power Drill Reward

CONGRATULATIONS! You are the lucky online winner of a brand new Sweepstakes Milwaukee Power Drill entry!

Y 3023
{LOYALTY",/Users/tygovandenherik/Documents/Thesis/Screenshots/Fake_014.png
Fake_015,phish,"Microsoft Personal
Confirm your information
To: phishing@pot

BE Microsoft

Confirm your information

phishing @ pot @ hotmail.com

We need to collect some identifying information from you to comply with
new user regulations. If you do not provide this information within 24
hours of receiving this email, we will place automatic restrictions on your
account. If you have any questions about our new regulations, you can
learn more in our help center.

Update regulation

You received this email to let you know about important changes to your Microsoft Account and
services.

28 October 2023 at 17:30",/Users/tygovandenherik/Documents/Thesis/Screenshots/Fake_015.png
Fake_016,phish,"Tj Maxx,

=! 27 October 2023 at 01:45

Rachel Ray Cucina Cookware Set Exclusive Rewards For You
To: phishing@pot

TJ Maxx Customer Support
We Have a Surprise For Rachel Ray Cucina Cookware Set Customers

Final Notice Coming for a Rachel Ray Cucina Cookware Set Reward

hurry up ! Rewards have arrived!",/Users/tygovandenherik/Documents/Thesis/Screenshots/Fake_016.png
Fake_017,phish,"e Oral B Toothbrush - CVS,
@® 2nd attempt for phishing@pot
To:

Congratulations!

You are the lucky online winner of a brand new Sweepstakes Oral B Toothbrush entry!

Hurry up. The number of prizes to be won is limited! Confirm Now!

The

Newest
Model Yet

Limited Pharmacy Offer",/Users/tygovandenherik/Documents/Thesis/Screenshots/Fake_017.png
Fake_018,phish,"Kohls, _
2nd attempt for phishing@pot
To:

Kohls Department

Ninja NeverDull Premium Knife Set Confirmation

CONGRATULATIONS! You are the lucky online winner of a brand new Sweepstakes Ninja NeverDull Premium Knife Set entry!

You have won an Ninja NeverDull Premium Knife Set

Hurry up. The number of prizes to be won is limited! Confirm Now!

Never

Dull
Knives

Limited Kohls Offer",/Users/tygovandenherik/Documents/Thesis/Screenshots/Fake_018.png
Fake_019,phish,"Facebook, _, 10 November 2023 at 05:25
Someone tried to log in To Your Account, User ID : phishing@pot
To: phishing@pot,

Reply-To: ssecnewssotrecognizd@gmail.com

Facebook

Hi phishing@pot,

A user just logged into your Facebook account from a new device Samsung S21. We are sending you this email to verify it's really you.

Report the user Yes, me

Thanks,
The Facebook Team

phishing@pot unsubscribe.

Learn more.",/Users/tygovandenherik/Documents/Thesis/Screenshots/Fake_019.png
Fake_020,phish,"G4 Ninja Department - BLACK_FRIDAY!, _, 10 November 2023 at 02:58
@® Expiring Soon: Your Ninja NeverDull Premium Knife Set Reward
To: phishing@pot",/Users/tygovandenherik/Documents/Thesis/Screenshots/Fake_020.png
Fake_021,phish,"e Temu Pallet - Temu - Black Friday!, _, 10 November 2023 at 06:23
@® J burry up! Rewards have arrived OF Black Friday before Ends

To: phishing@pot",/Users/tygovandenherik/Documents/Thesis/Screenshots/Fake_021.png
Fake_022,phish,"Costco - Thank You!!, _, 12 November 2023 at 16:21
@® You have won an 20g Liberty Gold Bar
To: phishing@pot",/Users/tygovandenherik/Documents/Thesis/Screenshots/Fake_022.png
Fake_023,phish,"HULU MEMBERSHIP 14 November 2023 at 04:15

@ HM
YOUR HULU TV MEMBERSHIP HAS EXPIRED! EXTEND YOUR MEMBERSHIP FOR FREE
To: phishing@pot
https://t.co/8ItGjwbzhy

As part of our loyalty program, you can now extend for 90 days for free.
Continue to enjoy unlimited movies, TV shows, and more! Ready to
watch? Don't miss out, extend your membership today and dive back into
endless entertainment.

EXTENDED FOR FREE

Kind Regards,
Your HULU TV Membership

click here to remove yourself from our emails list",/Users/tygovandenherik/Documents/Thesis/Screenshots/Fake_023.png
Fake_024,phish,"0 wr Microsoft account team, _,
Microsoft account unusual signin activity
To: phishing@pot,

Reply-To: solutionteamrecognizd03@gmail.com

13 August 2023 at 09:08

Microsoft account

Unusual sign.in activity

We detected something unusual about a recent sign-in to the Microsoft account phishing@pot.

Sign-in details

Country/region: Russia/ Moscow

IP address: 103.225.77.255

Date: Sun, 13 Aug 2023 07:08:23 +0000
Platform: Windows 10

Browser: Firefox

A user from Russia/Moscow just logged into your account from a new device, If this wasn't you, please report
the user. If this was you, we'll trust similar activity in the future.

Report The User

To opt out or change where you receive security notifications, click here.

Thanks,
The Microsoft account team",/Users/tygovandenherik/Documents/Thesis/Screenshots/Fake_024.png
Fake_025,phish,"Jane Konan 27 June 2023 at 02:58
Re: NEED YOUR HELP
To: phishing

Dearest,
Greetings and blessings of the day to you.
Thanks so much for your urgent reply and | want you to know that it takes me time to write you an email because | was thinking who | will trust, like | asked you in my previous email, if | can trust you?.

But as | got your reply to my proposal letter | sent to you | was happy and | know we have not met before nor do we know each other before. The one word my late father always told me when he was alive, that
before | move on in life, | should know how to trust and also be careful of people | meet on my way.

Once again my name is Miss. Jane Konan, | am 19 years old. | am a citizen of Sierra Leone, but | am staying in Ivory Coast as a refugee now due to my present condition.
| have finished secondary school and left to enter university.

Please as | told you | need your help and assistance to secure my inheritance funds and invest it in a profitable business. The funds my late father kept in the bank here on my name before he died. The total
amount of the money is (US$16,750.000.00) and the money is in a bank here in Abidjan. And this fund is 100% genuine, clean and risk free.

My father was a very rich cocoa farmer and he dealt with other minerals like gold, crude oil and diamond. He's a very hard working man but he was poisoned to death by his evil relatives because of the big contract
he won.

While he was dying in the hospital, he told me everything and advised me to run out of Sierra Leone and seek a foreigner overseas who can help me, before his evil relatives would get me and kill me too. This is
how I ran down to Abidjan here, where | am presently staying in a refugee camp.

| want you to stand as my guardian before the bank and receive the money in your account and invest it in a profitable business on my behalf in your country, at my age | cannot handle such matters and | do not
want to risk my life, because this place is full of desperate people. | went to the bank here with the deposit document the bank had with my father and they confirmed it was clean and OK. And they are ready to
transfer the money through bank to bank wire transfer as soon as you stand as my guardian.

Please, | would like you to reply to me so that | will give you all the information about the bank, so that you can contact them.

And after that you will arrange for me to come over to your country and start a new life and continue my education.

Note: Please permit me to ask these few questions:

1. Can you really help me invest this money into a profitable business in your country?

2. Can you honestly help me as your daughter and keep this trust?

3. What percentage will be good for you after you have helped to transfer this money to your country?

4. If you agree to help me please send me your full details.

| have the original copies of deposit documents in my possession and | am ready to send it to you immediately, | confirm your sincerity to assist me.

| am waiting for your kind reply.

You're faithful.

Miss. Jane Konan",/Users/tygovandenherik/Documents/Thesis/Screenshots/Fake_025.png
Real_001,ham,"Master thesis/Data Science in Action

Assignment graded: Thesis Proposal (FINAL), Master thesis/Data Science in Action
To: T.J.W.vdnHerik@tilburguniversity.edu,

Reply-To: reply+9111aed2c8b4d2a1-12681~96868053-1740924542@eu.notifications.canvasiIms.com

2 March 2025 at 16:09

Your assignment Thesis Proposal (FINAL) has been graded.

graded: 2 Mar at 15:08

""* CANVAS

You can review the assignment here | Update your notification settings",/Users/tygovandenherik/Documents/Thesis/Screenshots/Real_001.png
Real_002,ham,"Leonie Vogelsmeier 30 October 2024 at 10:55
Automatic reply: Answers exam
To: Tygo van den Herik

ew

| am out of the office until the 11th of November.",/Users/tygovandenherik/Documents/Thesis/Screenshots/Real_002.png
Real_003,ham,"Richard Dinga 30 August 2024 at 12:09
Re: Completed course Bootcamp
To: Tygo van den Herik

e RD

Great, thanks, and good job!

From: Tygo van den Herik <i.j.w.vdnherik @tilburguniversity.edu>
Sent: Thursday, August 29, 2024 11:22 PM

To: Richard Dinga <R.Dinga @tilburguniversity.edu>

Subject: Completed course Bootcamp

Hello,

On wednesday during the bootcamp i asked you about already having completed the python courses that are mandatory in the bootcamp. |
have included a picture from my own personal profile, in one of the pictures you can see my personal URL link which says my username on my
personal account.

Hope to have informed you enough like this and that i have completed all of the courses spread out over 2 accounts. The 2 R courses | have
done on my UvT account and you should be able to see in the group stats.

With kind regards,
Tygo van den Herik

winmail.dat (e]",/Users/tygovandenherik/Documents/Thesis/Screenshots/Real_003.png
Real_004,ham,"@» Het Stembureau van Tilburg University / Electoral Committee of Tilburg University 10 February 2025 at 11:03

@® Controle van jouw informatie in het kiesregister van Tilburg University / Check your information in the electoral re...
To: student

a ba a
TILBURG oe @ UNIVERSITY
aye

E-mails van digitaleverkiezing.n| ontvang je namens Het Stembureau van Tilburg University
You receive e-mails from digitaleverkiezing.n! on behalf of Tilburg University’s Electoral Committee

For English, please scroll down
Beste student,

Van dinsdag 29 april (09.00 uur) tot en met donderdag 1 mei (17.00 uur) 2025 zijn er verkiezingen voor Tilburg
University.

De kandidaatstellingsperiode vindt van maandag 10 maart (09.00 uur) tot en met woensdag 12 maart (17.00 uur)
plaats.

Ter voorbereiding hierop, willen we je vragen om de informatie, zoals die bekend is in ons kiesregister, te controleren. Via
de link in deze e-mail kom je direct op jouw persoonlijke pagina terecht met de informatie die over jou bekend is.
Controleer de informatie goed! Is de informatie juist, klik dan op ‘bevestigen’. Is de informatie niet juist, klik dan op
‘wijzigen’ . Je kunt de informatie dan zelf aanpassen en opslaan. Tot en met vrijdag 14 februari 16.00 uur kun je inloggen
om jouw informatie te controleren en eventueel te wijzigen. Indien je jouw gegevens niet controleert en bevestigt gaan wij
ervan uit dat de informatie correct is!

Inloggen:

Ga naar hittps://tilburguniversity.digitaleverkiezing.nl/kiesregister.

Indien je via deze link bent ingelogd in de Tilburg University omgeving kom je direct in je eigen omgeving terecht. Als dit
niet lukt, dien je eerst op de reguliere wijze in te loggen bij de Tilburg University omgeving.

Voorgestelde wijziging
Wijzigingen die je doorvoert, zijn voorgestelde wijzigingen. De wijzigingen worden aan het Stembureau voorgelegd ter
goedkeuring. Mocht een wijziging niet worden goedgekeurd dan ontvang je hierover bericht.

Heb je naar aanleiding van deze e-mail nog vragen? Stel ze aan het Stembureau via: stembureau@tilburguniversity.edu.

Met vriendelijke groet,
Het Stembureau",/Users/tygovandenherik/Documents/Thesis/Screenshots/Real_004.png
Real_005,ham,"MSc Data Science and Society General Program Information 16 January 2025 at 14:22
Course registration block 3 : MSc Data Science and Society General Program Information

To: T.J.W.vdnHerik@tilburguniversity.edu,

Reply-To: reply+5366db42fc07af62-12681~94438989-1737033748@eu.notifications.canvasims.com ~

win G& AD

Dear students,

Today at 16.00h Dutch time the course registration will open for courses from block 3.
Students should be able to register for almost all courses even though you have taken
exams before.

The only exceptions are electives. Should you not be able to register for an elective
because you have already taken an exam for it, you can send me an email

S.H.The @tilburguniversity.edu.

Please include the following information in your e-mail to make sure that you're
registered correctly:

e Your name

« Student number (7 digits)

e Course code + course name (please check the correct course code for the
Spring semester)
The deadline to send me an email is January 23. You'l be registered for the
course at the latest on February 1. So please don’t worry if you're not registered
for the course immediately, you can already attend the lectures.

If a course is full at the moment, please try to register for it at another time. The Osiris
Key User will run daily reports from Monday until Thursday and increase the capacity
of courses (if there are no limitations mentioned on the website). | hope for your
understanding and will not respond to any emails about full courses.

Kind regards,

Shinta",/Users/tygovandenherik/Documents/Thesis/Screenshots/Real_005.png
Real_006,ham,"Jamie van Aert 19 October 2023 at 10:47
Ervaringen hbo-universiteit
To: Tygo van den Herik

Beste Tygo,
Hopelijk gaat alles goed met je en bevalt het studeren hier aan onze universiteit goed.

Een van onze student assistenten (Tom Kuijpers) is in opdracht van het College van Bestuur bezig met een
onderzoek naar de wisselstromen tussen hbo en de universiteit. Hij is benieuwd hoe studenten dit ervaren.
Zou hij contact met je kunnen opnemen om jouw ervaringen te horen met de overgang tussen hbo en universiteit?

Ik hoor het graag van je.

Met vriendelijke groet / Kind regards,

Jamie van Aert

Study advisor | Educational coordinator

Premaster and Master Communication and Information Sciences
Tilburg School of Humanities and Digital Sciences

You can schedule an individual meeting via Bookings",/Users/tygovandenherik/Documents/Thesis/Screenshots/Real_006.png
Real_007,ham,"Judita Rudokaité 11 March 2025 at 10:39
Feedback: Thesis Proposal Presentation and next steps
To: Megan Liu, Cc: Onno Kindt, Paul van Eijkeren, Ivo Vioet, Malou vander Velde &6 more Details

Hi all,

First of all, congratulations to you all - you have successfully passed the thesis presentation stage - well done. | really enjoyed your
presentations and I'm happy you came well prepared. You all have received some comments, and | encourage you to use it to refine your work.
| look forward to seeing how your projects continue to develop.

As | mentioned, next week we will focus on the writing section. I'm going to soon send you an invite to the Teams meeting but this is only if you
can't attend in person.

In terms of your further analysis and next steps: before any analysis, data preprocessing is essential to ensure data quality and reliability:
handle any missing values, check for any duplicates or inconsistent data entries; check data distribution, any outliers, see what are the
relationships between your target, input, between features, etc. Encode categorical variables, and maybe you will need to apply log
transformations, or form/extract new features.

Then if you believe that you already have the clean/proper dataset, please make sure to avoid any data leakage before you start modelling. So
it means: you split your data before any preprocessing like normalization or SMOTE that needs to be performed on each split. Make sure you
don't have any overlapping samples in your train and test set e.g. no same participants in train and test sets. For time series make sure you do
a logical split and be careful that you train your model on past values to predict future values and do not mix any ""future values"" in the train set,
especially with rolling windows or lags. If you need any data augmentation, make sure that the samples do not end up in both the training and
test sets. We will go through these steps again, but | can't check each of your codes so you will have the responsibility to ensure that your
analysis is properly done. That's why | want you to keep very good documentation of your preprocessing and analysis steps so that if | ask to
explain how it was done, you are able to answer these questions. So it means if you use any code snippets from some forums or ChatGPT (or
any other tools), you still should be able to explain what you are doing and why.

Best,
Judita",/Users/tygovandenherik/Documents/Thesis/Screenshots/Real_007.png
Real_008,ham,"cc Christian from Consensus 29 April 2025 at 12:51
Finals are here! Get Consensus free for 3 months...

To: t.j.w.vdnherik@tilburguniversity.edu,
Reply-To: info@consensus.app

View in browser

c Consensus Find the best science, faster.

Finals are here, enjoy 3 months of Premium, free!

We're excited to support students (and faculty!) during this important time with three

months of free access to Consensus Premium.

To claim your trial, just visit this page using an email address ending in .edu or .ac

and it will be applied automatically.

If you’re a student without a .edu or .ac email, purchase Consensus Premium and

email your receipt and proof of enrollment to student@consensus.app. We'll get you

set up right away!",/Users/tygovandenherik/Documents/Thesis/Screenshots/Real_008.png
Real_009,ham,"The Housing Office
mening over Studentenhuisvesting

Geef jo
To:

+
= o,.m

TILBURG @ Zi @ UNIVERSITY — Understanding Society online versie
él!

Geef jouw mening over Studentenhuisvesting
Click here for the English version

Beste student,

Er is nog steeds een grote vraag naar studentenhuisvesting. Het is daarom dan ook een belangrijk onderwerp voor de

universiteit, waar we veel aandacht aan blijven besteden.

Gelukkig zijn de Nederlandse overheid en veel woningcorporaties bereid om in de toekomst hun capaciteit voor
studentenhuisvesting uit te breiden. Om zo goed mogelijk te weten waar studenten behoefte aan hebben, hebben ze
jouw hulp nodig. Wil jij helpen door deze korte enquéte van ongeveer tien minuten in te vullen?

VUL DE ENQUETE IN
EN MAAK KANS OP AIRPODS PRO OF EEN
VAN DE ANDERE LEUKE PRIJZEN!

NAAR ENQUETE

pol.com @r.
4x @

Onderzoek

Ra",/Users/tygovandenherik/Documents/Thesis/Screenshots/Real_009.png
Real_010,ham,"a ~~ A

Night University 2025
Get ready for Night University 2025!
To: t.j.w.vdnherik@tilburguniversity.edu

a
TILBURG @ 3}

as
Lt a

.4

fg @ UNIVERSITY — Understanding Society

Click here for the English version

Op donderdag 15 mei is het weer tijd voor Night University
2025! Beleef een avond vol lezingen, optredens,
workshops, quizzen, rondleidingen en nog veel meer. Nodig
je medestudenten, vrienden en familie uit om samen hét
gratis campus- en wetenschapsfestival van Tilburg
University te ontdekken.

ferken het programma

Voor ieder wat wils

Laat je inspireren door verrassende lezingen van onder
andere Tila Pronk en Ronald Giphart, Joél Broekaert en
Stine Jensen. Maak kennis met onze Alumni Coaches
tiidens de Kick-off Your Carreer Roulette. Dans mee in de
Silent Disco en bewonder optredens van Circolo of TSDV
DanceNation.

Meld je aan en blijf op de hoogte

Wil je niets missen? Meld je aan via de link hieronder en maak kans op één van de 50 Tilburg University merchandise-items!

Kort voor 15 mei ontvang je een e-mail met programma-informatie en previews. Door je vooraf aan te melden help je ons

met de voorbereidingen, maar zonder aanmelding ben je ook van harte welkom.

Meld je aan! >

We zien je graag op 15 mei, tot dan!

* Wist je dat Studium Generale certificaatvolgers één 'Night Talk’ kunnen laten meetellen voor hun certificaat?

@

1 May 2025 at 15:08",/Users/tygovandenherik/Documents/Thesis/Screenshots/Real_010.png
Real_011,ham,"Augmented Data Mgt f.Publ.Data Expl. 8 May 2025 at 14:25
Group Assignment - Task 3 Requirements and Assessment: Augmented Data Mgt f.Publ.Data Expl.

To: T.J.W.vdnHerik@tilburguniversity.edu,

Reply-To: reply+868e91be2dd053d0-12681~100077592-1746707121@eu.notifications.canvasiIms.com

Dear All,

Thanks for attending the group meetings. Many of our ideas were interesting and we
look forward to what you find from the data you are collecting.

Task 3 is the final task that requires delivering your assignment package (The
submission deadline is May 26th 23:59). We have provided details of the requirement
for the final deliverable and the grading scheme that we will use to evaluate it - Group
Assignment.

Looking forward to see the final project.

Kind regards,

Ekaterini, Giannis and Poonacha

Replies to this email will be posted as a reply to the announcement, which will be seen
by everyone in the course.

CANVAS

View announcement | Update your notification settings",/Users/tygovandenherik/Documents/Thesis/Screenshots/Real_011.png
Real_012,ham,"Glassdoor 28 April 20

Instellen van je account voltooien
To: t.j.w.vdnherik@tilburguniversity.edu

©) ‘etasspoor"" o) ~ C

Je bent slechts één klik verwijderd van toegang tot vacatures
en waardevolle inzichten over bedrijven, salarissen en meer
op Glassdoor.

Problemen met je account? Ga naar het Helpcenter om
oplossingen te vinden.

Door het aanmaken van een account, stem je in met
Glassdoors gebruiksvoorwaarden en privacybeleid.

Dit bericht is verzonden naar",/Users/tygovandenherik/Documents/Thesis/Screenshots/Real_012.png
Real_013,ham,"Josien Jansen 29 April 2025 at 16:22
Josien Jansen (Augmented Data Mgt f.Publ.Data Expl.) just sent you a message in Canvas.

To: T.J.W.vdnHerik@tilburguniversity.edu,

Reply-To: Josien Jansen via Canvas Notifications

Aug. data group 13 assignment
Hi guys,

| saw there was still a spot left so | joined your Augmented data group, hope you don't
mind,

If not, do you have something like a whatsapp group?

Josien Jansen

You can reply to this message in Canvas by replying directly to this email. If you need
to include an attachment, please log in to Canvas and reply through the Inbox.

CANVAS

View this message in conversations | Update your notification settings",/Users/tygovandenherik/Documents/Thesis/Screenshots/Real_013.png
